City Name,Latitude,Longitude,Temperature,Wind Speed,Cloudiness,Humidity,Country,Date
neuquen,-38.9516,-68.0591,58.89,6.91,0,44,AR,1650761036
lompoc,34.6391,-120.4579,61.34,28.77,0,67,US,1650761036
taywarah,33.35,64.4167,47.3,2.39,28,47,AF,1650761037
tual,-5.6667,132.75,83.79,5.19,100,71,ID,1650761037
luau,-10.7073,22.2247,63.19,3.11,100,95,AO,1650761038
batemans bay,-35.7167,150.1833,65.1,5.06,1,68,AU,1650761038
solnechnyy,50.7214,136.6319,31.37,3.53,100,98,RU,1650761039
balakhninskiy,58.0106,114.2769,28.15,3.78,95,72,RU,1650761039
pindiga,9.9833,10.9333,82.29,12.1,48,57,NG,1650761040
puerto carreno,6.189,-67.4859,85.69,6.13,100,58,CO,1650761040
guerrero negro,27.9769,-114.0611,61.39,21.41,0,69,MX,1650761040
manavalakurichi,8.1333,77.3,79.65,4.92,43,83,IN,1650761041
fort morgan,40.2503,-103.8,52.45,33.38,0,30,US,1650761037
ust-uda,54.1742,103.0304,28.9,5.21,100,51,RU,1650761042
tabas,33.5959,56.9244,71.67,2.21,17,36,IR,1650761043
menongue,-14.6585,17.691,56.23,2.48,9,73,AO,1650761043
lucapa,-8.4192,20.7447,65.25,2.66,100,95,AO,1650761044
illapel,-31.6308,-71.1653,64.53,2.57,1,63,CL,1650761044
besikduzu,41.052,39.2284,53.49,5.5,0,59,TR,1650761045
jaque,7.5175,-78.1703,78.69,1.77,35,81,PA,1650761045
ancud,-41.8697,-73.8203,51.22,25.01,100,87,CL,1650761045
muncie,40.1934,-85.3864,80.01,13.8,0,30,US,1650760780
hearst,49.6835,-83.6665,39.45,15.05,100,93,CA,1650761046
richards bay,-28.783,32.0377,68.11,3.18,7,95,ZA,1650761047
valdemarpils,57.3707,22.5919,41.13,13.29,100,84,LV,1650761047
mangrol,21.1167,70.1167,80.53,12.08,0,62,IN,1650761047
maarianhamina,60.0973,19.9348,37.26,9.22,0,75,AX,1650761048
mayo,38.8876,-76.5119,62.35,10.0,0,66,US,1650760849
fort saint james,54.4333,-124.25,51.64,6.29,100,46,CA,1650761048
homer,59.6425,-151.5483,46.11,6.91,0,64,US,1650761049
puri,19.8,85.85,81.12,16.84,95,86,IN,1650761049
raahe,64.6833,24.4833,35.69,1.79,22,92,FI,1650761050
kaduy,59.2,37.15,37.87,7.92,100,86,RU,1650761050
dashitou,43.3067,128.5114,56.82,16.2,18,32,CN,1650761051
karacakoy,41.4029,28.3834,57.67,4.63,0,83,TR,1650761051
hailar,49.2,119.7,41.99,13.69,98,45,CN,1650761052
tarbagatay,51.4803,107.3602,34.48,4.07,3,29,RU,1650761052
yenagoa,4.9247,6.2642,77.34,3.06,100,95,NG,1650761053
waddan,29.1614,16.139,60.84,1.12,0,43,LY,1650761053
karratha,-20.7377,116.8463,85.57,9.89,2,32,AU,1650760964
coihueco,-36.6167,-71.8333,56.14,14.97,100,94,CL,1650761054
eirunepe,-6.6603,-69.8736,74.95,1.16,93,92,BR,1650761055
aktau,43.65,51.2,45.18,3.85,3,68,KZ,1650761055
phalodi,27.1333,72.3667,79.86,3.98,83,15,IN,1650761056
den helder,52.9599,4.7593,51.6,18.41,0,77,NL,1650761056
cartagena del chaira,1.3349,-74.8429,74.37,2.77,18,94,CO,1650761057
pitimbu,-7.4706,-34.8086,75.79,7.11,100,83,BR,1650760959
pochutla,15.7432,-96.4661,83.82,5.23,1,68,MX,1650761058
bara,10.3744,10.7288,84.99,11.77,21,52,NG,1650761058
alofi,-19.0595,-169.9187,85.89,4.61,13,62,NU,1650761059
guacui,-20.7756,-41.6794,67.3,4.03,4,77,BR,1650761059
caucaia,-3.7361,-38.6531,74.03,5.75,75,87,BR,1650761059
matay,28.419,30.7792,66.22,10.33,75,40,EG,1650761060
catia la mar,10.6038,-67.0303,84.4,8.05,75,65,VE,1650761060
san patricio,28.017,-97.5169,77.34,15.7,99,72,US,1650761061
antalaha,-14.9003,50.2788,74.14,5.41,99,93,MG,1650761061
whitehorse,60.7161,-135.0538,46.74,18.41,75,42,CA,1650760848
tambovka,50.0969,128.0489,43.12,18.97,1,40,RU,1650761062
rio grande,-32.035,-52.0986,59.2,8.79,0,63,BR,1650760908
hirara,24.8,125.2833,80.87,11.5,40,89,JP,1650761062
codrington,-38.2667,141.9667,62.02,9.66,7,59,AU,1650761062
nampula,-15.1165,39.2666,71.55,8.05,75,94,MZ,1650761063
bud,39.447,-86.1758,75.92,11.01,6,50,US,1650761063
waingapu,-9.6567,120.2641,83.71,9.17,31,73,ID,1650761064
natal,-5.795,-35.2094,75.42,6.91,20,94,BR,1650760787
tessalit,20.1986,1.0114,78.24,7.92,0,8,ML,1650761065
manzhouli,49.6,117.4333,41.41,15.41,39,42,CN,1650761065
verkhnevilyuysk,63.4453,120.3167,27.91,1.5,100,83,RU,1650761065
saint-pierre,-21.3393,55.4781,71.96,12.66,0,67,RE,1650761066
centralia,46.7162,-122.9543,62.53,3.44,0,49,US,1650761001
laguna,38.421,-121.4238,76.71,11.5,0,21,US,1650761066
ati,13.2154,18.3353,87.22,5.48,98,16,TD,1650761067
krasnoborsk,61.5598,45.934,33.55,3.89,100,97,RU,1650761067
bang rakam,16.7585,100.1174,91.96,5.75,0,47,TH,1650761068
broken hill,-31.95,141.4333,65.91,14.97,100,59,AU,1650761068
mitu,1.1983,-70.1733,78.19,2.01,100,80,CO,1650761069
saint-leu,-21.15,55.2833,70.3,7.05,71,69,RE,1650761069
tambura,5.6,27.4667,69.39,3.47,100,85,SS,1650761070
emba,48.8264,58.1442,43.18,14.0,100,84,KZ,1650761071
camargo,27.6667,-105.1667,88.07,19.51,0,6,MX,1650760797
sakakah,29.9697,40.2064,63.97,7.85,0,67,SA,1650761071
mikuni,36.2171,136.1519,60.71,4.47,100,63,JP,1650761072
klamath falls,42.2249,-121.7817,58.82,5.17,0,20,US,1650761072
nizwa,22.9333,57.5333,75.27,3.2,27,44,OM,1650761073
kathmandu,27.7167,85.3167,61.02,2.3,20,77,NP,1650760951
fredericton,45.9454,-66.6656,38.26,16.11,0,39,CA,1650761073
sidi ali,36.0998,0.4206,52.34,7.49,0,72,DZ,1650761074
vostok,46.4856,135.8833,44.92,18.39,95,78,RU,1650761074
panjab,34.388,67.0233,45.61,2.39,66,68,AF,1650761074
puerto colombia,10.9878,-74.9547,80.69,14.36,1,77,CO,1650761075
upata,8.0086,-62.3989,78.3,7.23,99,61,VE,1650761075
yerbogachen,61.2767,108.0108,28.0,3.2,100,77,RU,1650761076
florianopolis,-27.6146,-48.5012,65.77,5.75,75,72,BR,1650760853
teonthar,24.9833,81.65,86.88,3.24,7,19,IN,1650761076
jardim,-21.4803,-56.1381,75.43,3.71,42,74,BR,1650761077
bathsheba,13.2167,-59.5167,79.41,14.97,20,69,BB,1650761077
caconda,-13.7333,15.0667,55.47,2.04,12,72,AO,1650761077
meulaboh,4.1363,96.1285,79.61,5.26,47,87,ID,1650761078
dzaoudzi,-12.7887,45.2699,82.29,12.66,75,78,YT,1650761078
oranjemund,-28.55,16.4333,53.69,12.55,9,87,NA,1650761079
auki,-8.7676,160.7034,86.05,2.98,100,63,SB,1650761079
rio cuarto,-33.1307,-64.3499,65.07,13.8,0,52,AR,1650761079
san vicente,-26.6167,-54.1333,53.69,2.66,0,91,AR,1650761080
ustye,59.6304,39.736,36.19,6.91,100,86,RU,1650761080
zavetnoye,47.1194,43.8903,48.9,6.64,69,75,RU,1650761081
jalu,29.0331,21.5482,65.25,12.06,0,54,LY,1650761081
boca do acre,-8.7522,-67.3978,75.97,1.28,8,86,BR,1650761082
gunjur,13.2019,-16.7339,71.67,3.44,0,78,GM,1650761082
nioro,13.35,-15.75,81.5,4.25,0,36,GM,1650761083
weligama,5.9667,80.4167,78.22,5.68,48,87,LK,1650760884
kokopo,-4.352,152.2633,84.07,3.98,76,65,PG,1650761083
roma,43.2128,-75.4557,44.69,4.61,100,84,US,1650761003
skibbereen,51.55,-9.2667,49.68,11.21,81,84,IE,1650761084
pangai,-19.8,-174.35,84.31,8.05,40,61,TO,1650761084
ciudad valles,21.9833,-99.0167,83.95,16.42,0,52,MX,1650761065
innisfail,-17.5333,146.0333,76.68,12.73,97,90,AU,1650761084
methoni,36.8197,21.7049,53.46,11.7,0,87,GR,1650761085
ibanda,-2.7974,32.4746,64.0,1.54,100,97,TZ,1650761086
nueva loja,0.0847,-76.8828,72.19,0.27,71,97,EC,1650761086
muscat,23.6139,58.5922,93.22,0.96,12,56,OM,1650760789
rocha,-34.4833,-54.3333,56.73,8.08,0,57,UY,1650761087
asau,46.4333,26.4,49.93,3.56,32,100,RO,1650761087
hay river,60.8156,-115.7999,31.98,6.91,20,80,CA,1650761088
rawson,-43.3002,-65.1023,57.81,26.33,0,37,AR,1650760817
okhotsk,59.3833,143.3,29.44,7.54,8,84,RU,1650761088
puerto quijarro,-17.7833,-57.7667,77.68,2.64,10,72,BO,1650761088
tonj,7.2737,28.6822,79.36,4.47,98,61,SS,1650761089
atascadero,35.4894,-120.6707,67.69,1.99,0,36,US,1650761090
bogale,16.2833,95.4,85.51,7.09,98,67,MM,1650761090
acajutla,13.5928,-89.8275,81.48,5.35,19,72,SV,1650761090
ishim,56.1128,69.4902,29.68,4.52,25,54,RU,1650761091
moissala,8.3404,17.7663,79.65,6.6,70,63,TD,1650761091
keetmanshoop,-26.5833,18.1333,55.6,11.21,0,67,NA,1650761092
labuan,5.2767,115.2417,84.09,2.3,20,83,MY,1650761092
wodonga,-36.1167,146.8833,63.7,4.61,0,88,AU,1650761092
aljezur,37.3191,-8.8033,54.0,4.34,75,91,PT,1650761093
lakselv,70.0513,24.9718,42.62,5.75,100,65,NO,1650761093
matara,5.9485,80.5353,77.7,5.61,51,89,LK,1650761094
port hedland,-20.3167,118.5667,87.85,11.5,0,19,AU,1650761094
tahoua,14.8888,5.2692,85.64,8.19,100,13,NE,1650761095
vavatenina,-17.4667,49.2,71.35,1.81,100,100,MG,1650761095
tornio,65.8481,24.1466,24.82,2.46,17,93,FI,1650761095
buala,-8.145,159.5921,86.25,4.47,12,66,SB,1650761096
imbituba,-28.24,-48.6703,64.42,5.5,0,75,BR,1650761096
nishihara,26.1842,127.7558,77.5,14.97,100,86,JP,1650761097
pacific grove,36.6177,-121.9166,57.6,9.22,0,76,US,1650761097
mapastepec,15.4333,-92.9,81.43,1.5,34,75,MX,1650761098
mishelevka,52.8575,103.1719,32.99,8.1,100,39,RU,1650761098
xiamen,24.4798,118.0819,77.05,2.24,75,88,CN,1650761099
turbat,26.0023,63.044,77.5,1.07,0,69,PK,1650761099
kabinda,-6.1333,24.4833,67.55,3.36,100,96,CD,1650761100
cobija,-11.0267,-68.7692,79.21,1.7,100,75,BO,1650761100
bandarbeyla,9.4942,50.8122,81.14,6.35,30,75,SO,1650761101
taunggyi,20.7833,97.0333,73.27,3.6,7,56,MM,1650761101
ternate,0.8,127.4,82.81,2.73,49,73,ID,1650761102
wangaratta,-36.3667,146.3333,63.25,2.3,0,66,AU,1650761102
san matias,-16.3667,-58.4,78.01,5.84,15,75,BO,1650761103
